key,smiles,solvent,peakwavs_max
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,C1COCCO1,393.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC#N,392.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC(C)(C)O,407.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CC(C)O,404.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCCCCC,383.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCCCO,405.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCO,402.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,397.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CN(C)C=O,407.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CO,399.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,CS(C)=O,410.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,398.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,ClCCl,392.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,O,395.0
10826,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc([N+](=O)[O-])cc1,OCCO,401.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,344.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,348.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,347.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,340.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,350.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,347.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,342.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,349.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,346.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,346.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,351.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,346.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,352.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,343.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,354.0
7071,CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,346.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,341.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,348.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,344.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,337.0
10825,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,C1COCCO1,341.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCCCC1,340.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1CCOC1,344.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C1COCCO1,341.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC#N,338.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,343.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,338.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,344.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,343.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,341.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,346.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,342.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,347.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,339.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,335.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,343.0
9312,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,343.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)(C)O,346.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CC(C)O,345.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCCC,340.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCCCO,345.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,344.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCOC(C)=O,344.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CN(C)C=O,347.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CO,344.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(C)=O,348.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClC(Cl)Cl,346.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,341.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,O,346.0
11073,Cc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,OCCO,344.0
9695,COc1ccc2c(c1)-c1ccccc1C2=O,CCO,387.0
13419,Nc1cccc2c1-c1ccccc1C2=O,c1ccccc1,440.0
13421,Nc1cccc2c1C(=O)c1ccccc1-2,CC#N,420.0
9699,COc1ccc2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,C1CCCCC1,478.0
9699,COc1ccc2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,CC#N,491.0
9699,COc1ccc2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,CCO,492.0
9700,COc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,421.0
9700,COc1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,432.0
9700,COc1ccc2c(c1)C(=O)c1ccccc1-2,CCO,433.0
13419,Nc1cccc2c1-c1ccccc1C2=O,CCO,458.0
13421,Nc1cccc2c1C(=O)c1ccccc1-2,CCO,431.0
13419,Nc1cccc2c1-c1ccccc1C2=O,CC#N,451.0
13421,Nc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,416.0
13421,Nc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,407.0
14067,O=C1c2ccccc2-c2ccccc21,C1CCCCC1,382.0
14067,O=C1c2ccccc2-c2ccccc21,CC#N,377.0
14067,O=C1c2ccccc2-c2ccccc21,CCO,379.0
14067,O=C1c2ccccc2-c2ccccc21,c1ccccc1,380.0
13379,Nc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,386.0
13379,Nc1ccc2c(c1)-c1ccccc1C2=O,CC#N,409.0
13379,Nc1ccc2c(c1)-c1ccccc1C2=O,CCO,429.0
13379,Nc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,395.0
13419,Nc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,427.0
13384,Nc1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,481.0
8085,CNc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,389.0
8085,CNc1ccc2c(c1)-c1ccccc1C2=O,CC#N,424.0
8085,CNc1ccc2c(c1)-c1ccccc1C2=O,CCO,436.0
8085,CNc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,409.0
8086,CNc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,474.0
8086,CNc1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,508.0
8086,CNc1ccc2c(c1)C(=O)c1ccccc1-2,CCO,511.0
8086,CNc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,491.0
9693,COc1ccc2c(c1)-c1cc(OC)ccc1C2=O,C1CCCCC1,361.0
13384,Nc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,455.0
8090,CNc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,449.0
8090,CNc1cccc2c1-c1ccccc1C2=O,CC#N,471.0
8090,CNc1cccc2c1-c1ccccc1C2=O,CCO,477.0
8090,CNc1cccc2c1-c1ccccc1C2=O,c1ccccc1,461.0
8091,CNc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,432.0
8091,CNc1cccc2c1C(=O)c1ccccc1-2,CC#N,445.0
8091,CNc1cccc2c1C(=O)c1ccccc1-2,CCO,448.0
8091,CNc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,445.0
8770,COc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,CC#N,504.0
13384,Nc1ccc2c(c1)C(=O)c1ccccc1-2,CCO,488.0
9929,COc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,420.0
9929,COc1cccc2c1-c1ccccc1C2=O,CC#N,432.0
13384,Nc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,469.0
7679,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,400.0
7679,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CC#N,431.0
7679,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CCO,437.0
7679,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,420.0
7768,CN(C)c1cccc2c1-c1ccccc1C2=O,C1CCCCC1,412.0
7768,CN(C)c1cccc2c1-c1ccccc1C2=O,CC#N,439.0
7768,CN(C)c1cccc2c1-c1ccccc1C2=O,CCO,438.0
7768,CN(C)c1cccc2c1-c1ccccc1C2=O,c1ccccc1,433.0
7769,CN(C)c1cccc2c1C(=O)c1ccccc1-2,CCO,449.0
7769,CN(C)c1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,445.0
7769,CN(C)c1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,433.0
7769,CN(C)c1cccc2c1C(=O)c1ccccc1-2,CC#N,444.0
8770,COc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,C1CCCCC1,489.0
7681,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,510.0
7681,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,CCO,509.0
7681,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,507.0
7681,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,484.0
8770,COc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,CCO,506.0
8771,COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,C1CCCCC1,422.0
8771,COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,CC#N,441.0
8771,COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,CCO,442.0
8772,COc1cc(OC)c2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,446.0
8772,COc1cc(OC)c2c(c1)C(=O)c1ccccc1-2,CC#N,455.0
8772,COc1cc(OC)c2c(c1)C(=O)c1ccccc1-2,CCO,455.0
9693,COc1ccc2c(c1)-c1cc(OC)ccc1C2=O,CC#N,376.0
9693,COc1ccc2c(c1)-c1cc(OC)ccc1C2=O,CCO,382.0
9929,COc1cccc2c1-c1ccccc1C2=O,CCO,432.0
9695,COc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,365.0
9695,COc1ccc2c(c1)-c1ccccc1C2=O,CC#N,379.0
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,342.5009419
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,348.1045706
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,348.2985615
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,347.1981112
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,348.894006
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,340.7967829
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CO,350.2995061
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,348.894006
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,353.9948317
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,347.2945753
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,350.5942573
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCC(C)CC,339.99728
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCC,339.6047001
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,340.9013432
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCC,341.7985439
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCCC,341.7985439
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCO,351.0989397
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,351.2962833
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,347.5963711
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCO,351.2962833
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCO,350.4959518
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,345.697791
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,344.1985337
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,352.0011264
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CO,350.2013658
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,COCCOC,349.4060098
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,354.4967918
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,349.0035947
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1C,349.1985892
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)Cl,352.2987493
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,ClCCl,350.5942573
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,NC=O,355.0001775
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,OC1CCCCC1,352.2987493
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,OCCO,355.6946717
8151,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,c1ccccc1,349.8950315
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,341.2037669
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,350.9018177
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,347.3548925
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,346.4043231
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,348.5049139
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,338.9026333
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)CO,357.8969972
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,355.5049948
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)OC(C)C,350.0052501
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,355.7959155
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,348.1045706
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,353.8946102
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCC(C)CC,339.3051031
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCC,338.9026333
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,338.9026333
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCC,340.2981011
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCCC,339.99728
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCO,359.5053207
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCO,359.1954023
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,355.4039166
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCO,357.9226171
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCO,356.2014676
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,346.5964231
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,346.4043231
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,354.195445
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CO,353.5067873
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,COCCOC,351.9020305
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,357.8969972
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,346.5964231
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1C,346.4043231
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)Cl,347.1981112
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,ClCCl,345.6022119
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,NC=O,355.7959155
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,OC1CCCCC1,357.1045959
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,OCCO,357.8969972
8153,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,c1ccccc1,346.8970063
9934,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CC#N,352.0
9934,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CCOC(C)=O,351.0
9934,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CS(C)=O,359.0
9934,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,Cc1ccccc1,358.0
9934,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,O,363.0
8707,COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,CC#N,353.0
8707,COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,CCOC(C)=O,355.0
8707,COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,CS(C)=O,359.0
8707,COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,Cc1ccccc1,360.0
8707,COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,O,359.0
9940,COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,CC#N,383.0
9940,COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,CCOC(C)=O,385.0
9940,COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,CS(C)=O,389.0
9940,COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,Cc1ccccc1,389.0
9940,COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,O,384.0
9865,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CCOC(C)=O,384.0
9865,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CS(C)=O,389.0
9865,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,Cc1ccccc1,388.0
9865,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,O,347.0
9865,COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CC#N,382.0
11501,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,CC#N,372.0
11501,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,CCOC(C)=O,374.0
11501,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,CS(C)=O,377.0
11501,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,Cc1ccccc1,378.0
11501,Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,O,351.0
9793,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CC#N,388.0
9793,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CCOC(C)=O,390.0
9793,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CS(C)=O,394.0
9793,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,Cc1ccccc1,395.0
9793,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,O,361.0
14533,O=c1oc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2o1,CC#N,370.0
14533,O=c1oc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2o1,CCOC(C)=O,371.0
